Frequenza,Territorio,Indicatore,Sesso,Classe di età,Anno,Osservazione,Stato dell’osservazione,Nota - Territorio,Nota - Indicatore,Nota - Sesso,Nota - Classi di età,Nota - Dataset
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,630,,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,752,,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,682,,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,763,,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,815,,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,911,,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,'1,230',,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,'1,260',,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,'1,279',,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,'1,174',,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,'1,083',,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,'1,085',,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,959,,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,695,,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,484,,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,255,,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,62,,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,8,,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'15,686',,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,102,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,127,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,136,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,119,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,155,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,138,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,183,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,159,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,192,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,226,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,248,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,243,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,227,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,195,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,204,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,195,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,171,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,102,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,54,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,4,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,3,,,,,,
Annuale,San Donaci,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'3,183',,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,116,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,118,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,145,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,145,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,150,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,150,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,173,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,173,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,183,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,224,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,253,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,260,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,222,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,163,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,185,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,142,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,157,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,91,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,39,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,8,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,3,,,,,,
Annuale,San Michele Salentino,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'3,100',,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,136,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,165,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,197,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,196,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,229,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,230,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,241,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,270,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,317,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,332,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,381,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,379,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,344,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,357,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,320,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,261,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,230,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,143,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,64,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,25,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,3,,,,,,
Annuale,San Pancrazio Salentino,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'4,820',,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,203,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,206,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,292,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,268,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,321,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,353,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,324,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,341,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,418,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,469,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,545,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,523,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,476,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,413,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,488,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,431,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,341,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,241,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,103,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,29,,,,,,
Annuale,San Pietro Vernotico,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'6,785',,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,267,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,341,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,313,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,404,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,446,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,425,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,432,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,508,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,570,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,707,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,698,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,796,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,704,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,672,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,698,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,538,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,434,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,251,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,132,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,41,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,4,,,,,,
Annuale,San Vito dei Normanni,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'9,381',,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,84,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,100,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,104,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,126,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,121,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,137,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,135,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,172,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,169,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,178,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,194,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,217,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,191,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,192,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,164,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,139,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,119,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,65,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,37,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,13,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,1,,,,,,
Annuale,Torchiarolo,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'2,658',,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,190,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,164,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,233,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,240,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,243,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,262,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,332,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,305,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,356,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,396,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,341,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,406,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,382,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,333,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,338,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,241,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,211,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,118,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,66,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,22,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,1,,,,,,
Annuale,Torre Santa Susanna,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'5,180',,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,177,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,213,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,219,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,220,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,224,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,253,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,279,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,303,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,313,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,322,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,333,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,322,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,328,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,286,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,265,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,165,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,158,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,104,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,63,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,10,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,2,,,,,,
Annuale,Villa Castelli,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'4,559',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,'12,131',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,'14,399',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,'16,732',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,'18,119',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,'18,846',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,'18,845',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,'20,264',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,'21,444',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,'25,618',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,'29,975',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,'30,624',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,'32,258',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,'28,575',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,'26,427',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,'25,494',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,'21,515',,,,,,
Annuale,Provincia di Lecce,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,'18,245',,,,,,
